,text,label
808,"He invented Littmus Lozenge candies, which tasted like root beer and strawberry but included a secret ingredient— sorrow. Anyone who tasted the candies tasted sweetness mixed with sadness. In Because of Winn-Dixie, these candies symbolize that even though life sometimes deals people a bit of sadness, there is always much to appreciate. Opal learns that her sour faced neighbor, Amanda Wilkinson, lost her brother Carson because he drowned. She vows to be nicer to her from then on. Opal finds a dog collar that she wants to buy for Winn-Dixie but she has no money and decides to work for the pet store to earn it.",0
939," A sardarji was working as editor in a daily newspaper. Once he was travelling to Bombay to deliver a speech about railway department improvements. His coach was the last coach in the train. The train was moving very fast and so sardarji's coach was jerking heavily. This made him not to prepare for the speech.  Annoyed by the event the next day in the meeting his first point towards improvement of railway department was: ""There should not be last coach in any train."" ",1
735,"It is Salman's idea to put all the software on the internet, eliminating the need for a hard drive, RAM, a CD-ROM drive, a floppy drive, and anything that holds information. The computer has been reduced to a microprocessor, a monitor, a mouse, a keyboard, and the internet, but it is still too expensive. Having seen the rest of his team watching a hologram of an attractive lady the day before, in a dream Andy is inspired to eliminate the monitor in favor of the cheaper holographic projector. The last few hundred dollars comes off when Darrell suggests using virtual reality gloves in place of a mouse and keyboard. Tiny then writes a ""hypnotizer"" code to link the gloves, the projector, and the internet, and they're done. But immediately before he finishes, the whole team (except for Tiny, who is still writing the code) quits LaHonda after being told that there are no more funds for their project, but sign a non-exclusive patent waiver, meaning that LaHonda will share the patent rights to any technology they had developed up to that point.",0
739,"They eat together, set the weekly schedule for baptisms and church services and run the general work of the church. They also discuss scripture, their proposed homilies, and the meaning of God in their lives. One Friday night young Father Dan meets Jane through the confessional box. She tells him she is a musician and is dying. She is new to the church thing but over the weeks they become friends to the point of playing ""battleship"" in the confessional. Jane explains how she wants to die but changes her mind at times.",0
952,"Infuriated, Greg snaps back at Susan, saying that she doesn't care about what he loves, which is why he had to sneak out to the Expo in the first place. Hurt by her son's words, Susan hands her phone to Greg because she doesn't care anymore. After encountering the Beardos that stole their stuff, Susan breaks down, and other obstacles on the road, the Heffleys celebrate happily at Meemaw's. Returning home, Manny manages to get the pig back. At the end, Greg explains that although the road trip wasn't perfect, he still wouldn't change a thing. He says that Manny was allowed to keep his pig as a pet, Rodrick was able to get a Toyota Sienna 2018 Limited AWD, and Dad was able to explain having time off from work to bond with family.",0
764,"As night descends, the bloodied Simon sees the old man in front of headlights. The man asks for Johnny and Simon replies that everyone is dead and he needs to get help. The old man states that Johnny was such a nice boy and that Simon needs to go back in the lake because it wasn't finished with him. Having seen Zeke's GoPro footage, and knowing what actually happened, the old man shoots at Simon several times until he goes back into the water. Simon tries to escape but is dragged underwater and devoured. Johnny's tooth necklace is seen washing ashore on the lake bed, covered with stains of blood.",0
894," At the airport for a business trip I settled  down to wait for the boarding announcement at Gate 35. Then I heard the voice on the public address system saying ""We apologize for the inconvenience but Delta Flight 570 will board from Gate 41."" So my family picked up our luggage and carried it over to Gate 41. Not ten minutes later the public address voice told us that Flight 570 would in fact be boarding from Gate 35. So again we gathered our carry-on luggage and returned to the original gate. Just as we were settling down the public address voice spoke again: ""Thank you for participating in Delta's physical fitness program. ",1
438," Once I went to visit my cousin in Jersey and I was looking for his house and when I found his house I rang the doorbell and like I said, ""Hey cuz"" and he answered I'm not your cousin.  Then I said, ""Yes I am, and then he closes the door on me. So I like call my mom, right? Then I like say, ""Mom, my cousin says he's not my cousin."" Then my mom says, ""You don't have a cousin in Jersey."" And I'm like, ""Oh cool"", and then I got a fox. ",1
271,"A man, named Ahmad (Atila Pesiani), who helps Fereshteh and her family with the legal case and fees ensuing this accident, asks Fereshteh's hand and despite Fereshteh's initial fierce opposition to the proposal, by promising to be supportive of Fereshteh's plan to pursue her studies following the opening of universities, succeeds in gaining Fereshteh's consent and the two marry. After the marriage, he proves to be an utterly jealous husband who bars Fereshteh from having any contact with the outside world that he does not approve of, including association with Royā; although he does not know Royā at all, he feels a visceral hatred towards her, believing that she represents the liberal society that he finds so detestable. When Fereshteh applies to court for divorce, the presiding judge dismisses the case outright, stating that none of the actions of her husband, that suffocate her both emotionally and intellectually, were sufficient for the court to grant divorce. The judge's decision is based on Fereshteh answering a series of questions, such as whether her husband was violent, whether he was unfaithful, whether he had drugs additions, etc., in the negative; in response to Fereshteh's repeated pleas and appeal to her being a human being, the judge retorts not to waste the time of the court. It is remarkable that although one never sees Ahmad beating Fereshteh, in reality he is a violent man, as he constantly verbally abuses Fereshteh and often brandishes a kitchen knife while doing so; this is Milāni's sutbtle way of showing how domestic violence is often not recognized even by its very victims. Fereshteh and her husband have two sons (both in their teens when Fereshteh and Royā meet after fourteen years) who outwardly love both parents equally, but inwardly stand on the side of their mother, who, amongst others, teaches them to the best of her ability.",0
144," A blowhard Air Force major was promoted to colonel and received a brand-new office. His first morning behind the desk, an airman knocked on the door and asked to speak to him. After telling him to come in, the colonel felt an urge to impress the young airman, so he picked up his phone and said, ""Yes, General, I'll get that to the President immediately. Goodbye, sir. ""Then, turning to the airman, he barked, ""Now what do you want?""""Nothing important,"" the airman said, ""I just came to install the telephone. "" ",1
1097,"She tells Adam that she is sorry she hurt him and confesses that she really loves and cares about him and they reconcile. After eating breakfast together the next morning—something that never happened before—they arrive in Santa Barbara just before Katie's wedding is starting. As they enter a room and pause Emma asks Adam what will happen next, and with a smile on his lips he silently intertwines her hand with his—for the first time they are holding hands together as a couple. The end credits show an epilogue in which Alvin and Lucy are in a relationship, and are in a restaurant waiting for Adam to arrive to tell him. Adam’s roommate (Jake Johnson) and Patrice are in a relationship and are shown meeting his two dads. Vanessa had told Adam that old people scare her and she is ridden with anxiety when she is trapped in an elevator full of senior citizens.",0
75," A black preacher and a white preacher went on a hillside to find out if God was black or white. The white preacher askes, ""God, are you black or white""? God responds, ""I Am that I Am"". The white preacher says ""He's white"". The black preacher says, ""Why do you say that""?! The white preacher says, ""If He were black, He would have said, 'I Is that I Is'"". ",1
122," The following is a status report from a business unit to their Y2K coordinator.""Our staff has completed the 3 years of work on time and on budget. We have gone through every line of code in every program in every system.We have analyzed all databases, all data files, including backups and historic archives, and modified all data to reflect the change.We are proud to report that we have completed the ""Y-to-K"" date change mission, and have now implemented all changes to all programs and all data to reflect the following new standards:Januark, Februark, March, April, Mak, June, Julk, August, September, October, November, Decemberand:Sundak, Mondak, Tuesdak, Wednesdak Thursdak, Fridak, SaturdakI trust that this is satisfactory, because to be honest, none of this Y to K problem has made any sense to me. But I understand it is a global problem, and our team is glad to help in any way possible.And what does the year 2000 have to do with it? Speaking of which, what do you think we ought to do next year when the two digit year rolls over from 99 to 00? We'll await your direction."" ",1
81," A guy walks into a post office one day to see a middle-aged, balding man standing at the counter methodically placing ""Love"" stamps on bright pink envelopes with hearts all over them. He then takes out a perfume bottle and starts spraying scent all over them.His curiosity getting the better of him, he goes up to the balding man and asks him what he is doing. The man says, ""I'm sending out 1,000 Valentine cards signed, 'Guess who?'""""But why?"" asks the man.""I'm a divorce lawyer,"" the man replies. ",1
1044,"The coach cites two rules: no alcohol in the house, and no women upstairs, but the team disregards them, later hosting a drunken party, with several team members taking women up to their bedrooms. Jake tries to take a woman he's met to the downstairs room they'd set aside for sex, but it's occupied, and Beuter refuses to leave their room so Jake can't use it. The next morning, Beuter leaves temporarily for home, concerned that his girlfriend is pregnant. Later, the team go out drinking and ""cruising chicks"" together, first to the local disco. Finnegan's patter about his ""average penis"", intended to impress women with his lack of ego, is interrupted when Jay's arrogant and racist remarks provoke a fist fight with one of the bartenders, and they are all ejected. Sending Jay home, they change their clothes and instead go to a western-themed bar to end their night on a high note.",0
1056,"One is a sheriff's deputy and arrests him because all three horses have different brands, and they suspect Cole is a horse thief. In court, Cole tells the judge his story from the beginning. The judge believes him and orders Cole freed and the horses returned to him. Later that evening, Cole shows up at the judge's home, troubled. The judge had said good things about him in court, but Cole feels guilty that Blevins was killed–and while there was nothing he could have done to prevent the killing, he never even spoke up at the time and is upset with himself for that. The judge tells him he is being too hard on himself and it could not have been helped; he must go on and live his life.",0
151,"He says that he doesn't believe Ford but Henderson does. We next see that it is morning and the four leave the cave and find a huge truck and hop in the back of it. The trucker doesn't know that the four are in the back. As the truck is driving it gets stopped by the cops. The four in the back hear the cops and take what is inside the back of the truck....a fast car. Just before the agents open the back of the truck, Ford and Shane bust out of the truck in the car and the two friends on their bikes.",0
684," Michael and Beth are married, Beth is a smoker but Michael thinks smoking is horrible.

One night she started smoking after they finished having sex and Michael said, ""Would you please stop smoking, you're going to kill yourself.""

Beth, in return, said, ""Sometimes I just need to get in a smoke after sex, do you have a problem with that?""

He replied, ""Yes, because they stunt your growth among other things.""

Beth asked Michael if he's ever smoked, to which he proudly said no.

With a smug Beth lowered her gaze to his groin and said, ""So, what's your excuse?"" ",1
722,"As they do not have the equipment in Iran, he needs to be sent to England. However, since the borders are closed, only very sick people, if approved by the Board of Health, can leave. When the uncle's wife attempts to get permission, she finds that the hospital director that she must deal with was her former window-washer; incompetent and totally submissive to his beliefs, he refuses to allow the uncle to travel abroad for medical treatment. Marjane and her father go to see Khosro, a man who prints fake passports. He tells them he can make the passport in a week. Khosro is sheltering a relative named Niloufar, an 18-year-old wanted for her Communist beliefs, and who Marjane takes an instant liking to.",0
154,"He will transport anything, no questions asked, always on time, and he is known as the best in the business. He strictly follows three rules when transporting: Rule Number 1: ""Don't change the deal. "", Rule Number 2: ""No names"", and Rule Number 3: ""Never open the package."" Frank with his BMW 7 Series (E38) (735i), has been hired to transport some robbers from a bank heist. On delivery to their destination, they hoist an extra man in the car; so he refuses to drive until, in desperation, the leader kills one of his men. Later they offer more money for Frank to drive farther from the city.",0
449,"Later, Mr. Kubitz tells them they have too many kids to stay at Charlie's residence. They find an abandoned building with potential, but do not have the money to buy it. They hold a fund-raising event called ""Rock for Daddy Day Care"", which Miss Harridan finds out about. She and her assistant Jenny sabotage the festival by unplugging a bouncy castle, filling the food with cockroaches, switching face paint with glue, releasing animals from the petting zoo, and turning on the park sprinklers. As a result, Daddy Day Care does not raise enough money. Shortly after, Charlie and Phil are offered their old jobs back, accepting Miss Harridan's offer to take the kids back to the academy at a lower cost.",0
736," Dave and his new wife had just returned from his honeymoon and was settling down in their new apartment. Coming home from work one night the landlady met Dave in the hallway and said, ""I have a couple of extra tickets to a play in town tonight, and I wonder if you and your new bride would like to have them?"" ""I'll ask her,"" Dave responded. He opened the door to his apartment and called out, ""Honey, would you like to see 'Oliver Twist' tonight?"" ""No way!!,"" his bride retorted, ""If you show me one more trick with that thing, I'm going home to my Mother!"" ",1
32," A kindergarten class had a homework assignment to find out about something exciting and relate it to the class the next day. When the time came to present what they'd found, the first little boy walked up to the front of the class made a small white dot on the blackboard and sat back down. Puzzled, the teacher asked him just what it was.""It's a period,'' said the little boy.""Well, I can see that,'' she said, ''but what is so exciting about a period?''''Damned if I know,'' said the little boy, ''but this morning my sister was missing one, Daddy had a heart attack, Mommy fainted, and the man next door shot himself."" ",1
442,"Marge attempts to deliver a vegetarian meal to the Parkers, noting she thinks she heard a woman crying in the shed, but she receives an icy welcome from Iris. Back in pioneer times the family has taken shelter in a cave, but the girls fear the father is losing his mind, keeping to himself in the depths of the cave and crying at night. Eventually he leads the girls down to where he has been keeping their only food source, one of the women in the party who died (possibly their mother), tied to a rack with pieces cut off of her. he hands his oldest daughter a knife and points to the carcass. She is grim and resolute. Barrow, whose daughter previously went missing, becomes suspicious when he finds a bone fragment in a creek.",0
556," How you get rid of grey hairs:

1. Dye all your hair the color grey.

2. Shave your head.

3. Now you have no grey hairs. ",1
570," Dave went on a business trip for a few days. When he returned, his wife reported that the dog really missed him. ""She spent every night at the front door, waiting for you to come home,"" she said. 

""What an example of devotion,"" Dave replied. ""I wonder if you'd be that concerned about me?"" 

""Honey,"" she answered, ""if you were gone overnight, and I didn't know where you were, you can be sure I'd be waiting for you at the front door."" ",1
697,"In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights. She then starts picking at a strange mark on her arm; a similar mark that also appeared on Billy's hand, Sam's shoulder, and Terry's ankle.",0
312,"Opal describes the preacher as a turtle, always sticking his head into his turtle shell, and never wanting to come out into the real world. This is most likely because of how sad he is about her mother, with whom he is still in love. One of the people Opal meets is Miss Franny Block, a kind and somewhat eccentric elder librarian, who tells her many great stories, including one involving a bear. Opal also meets Gloria Dump, a blind recovering alcoholic with a tree in her backyard that has beer bottles hanging from it. She calls it a 'mistake tree' and the bottles represent the ghosts of all the things she has done wrong. One day, fed up with Winn-Dixie, the landlord of the Bulonis' trailer park, Mr. Alfred, orders the preacher to get rid of the dog.",0
927," One day 3 women went to the top of a water flume in a swimming pool. There was a black haired brown haired and a blonde haired woman. When they got to the top a genie appeared from nowhere and said ""when your going down the flume shout out the on thing that you want and you will land in it at the bottom.  So the black haired woman went down and shouted ""money"" and landed in a load of cash the brown haired woman went down and shouted ""gorgous men!"" and landed in a pile of men.  The blonde woman wasnt listening to the genie so she went down shouting  weeeeeee. ",1
71," A lawyer returns to his parked BMW to find the headlights broken and considerable damage to the bonnet. There's no sign of the offending vehicle but he's relieved to see that there's a note stuck under the windshield wiper.""Sorry. I just backed into your Beemer. The witnesses who saw the accident are nodding and smiling at me because they think I'm leaving my name, address and other particulars. But I'm not. Cya!"" ",1
225," There were three guys on the C.N. tower and the tour guide told 
them that if either one of them could throw their watches over 
the side and run down and catch it, they would win 1 million 
dollars.

The first guy threw his watch over and when he got down, it was
shattered into a million pieces. The same thing happened to the 
second guy. The third guy threw his watch over, went home and got
a shower, had his dinner, and came back and caught his watch. 
The all wondered how he did it and he said, "" I set it two hours 
slow"" ",1
1087, Hello? Fred's Restaurant. Hello! I'd like to know do you serve crabs? We serve anyone sir! Come on in! ,1
797," Q: Older Brother: ""Hooray! School's out! I'm free! I'm free!"" A: Younger Brother: ""So what? I'm four!"" ",1
206," There once was a farmer who took a young miss
Out back of the barn where he gave her a ... 
Lecture on horses and cattle and eggs
And told she had the most wonderful ...
Manners that suited a girl of her charms
A girl that he wanted to take in his ...
Washing and ironing and then if she did
They could get married and raise lots of ...

Sweet violets, sweeter than all the roses
Covered all over from head to toe
Covered all over with sweet violets

The girl told the farmer that he better quit
Then she called her father and he took a ...
Taxi and got there before very long
'Cause someone was treating his little girl ...
Right for a change and so that's why he said
If you marry my daughter, you're better off ...
Single, for son it has always been my belief
That marriage will bring a man nothing but ...

Sweet violets, sweeter than all the roses
Covered all over from head to toe
Covered all over with sweet violets ",1
59," A man goes into a restaurant with his wife. The waiter approaches the table and asks for their order. ""I'll have your biggest, juiciest steak,"" he says. 

""But sir, what about the mad cow?!"" asks the waiter. 

""Oh,"" answers the man, ""she'll order for herself."" ",1
1079," A friend was in front of me coming out of  church one day and the preacher was standing at the door as he always is to shake hands. He grabbed my friend by the hand and pulled him aside. The Pastor said to him ""You need to join the Army of the Lord!""  My friend replied ""I'm already in the Army of the Lord Pastor.""  Pastor questioned ""How come I don't see you except at Christmas and Easter?""  He whispered back ""I'm in the secret service. ",1
268," How many nerds does it take to screw in a lightbulb?

One to be the cunsultant. 
One to be the labor manager.
Two to hire people.
Four to actually screw in the lightbulb.
Five to be the ladder and ten to be the company board of directors. ",1
975,"Citing the fact that Drew has never even introduced her to his family, she concludes that he will never get serious about their relationship and dumps him. Drew has his assistant send her a Cartier bracelet to apologize. Desperate not to spend Christmas alone, Drew calls all of his contacts to find a place to stay on Christmas, but he is not close enough to anyone to be invited. He tracks down Missy's therapist, Dr. Freeman, at the airport, hoping to squeeze in a therapy session. The hurried doctor tells him to list all of his grievances and then burn them at his childhood home. The house is now occupied by the Valcos, who wonder what Drew is doing on their front lawn.",0
749,"There she meets Rick. He wants little to do with her but she convinces him to walk her to her car. As a 'thank you' she offers to buy him a drink and tells him that she will be at the same bar again tomorrow. The next day they run into each other at the same bar and she asks him to go somewhere else and they end up at his house. It is clear that Rick has little interest in Debby, so to move things along she tells him that she 'gives a great blow job.' Afterwards, she thinks she has found love, but Rick was only looking for a one-night stand.",0
634,"When it comes to the actual parade, it is extremely lackluster and takes less than a minute to pass. After a hard day at work, Sam suggests that Tucker visit her at her other job at the Haven House and get a new perspective on the job. He finds that the house is a haven for retired people with various health and mental problems who cannot live independently. One of the people at the home is Lyle, a reclusive old man. Tucker is left alone with him and in attempting to strike up a conversation, he explains that he costumes as a kangaroo. Lyle explains that he was ""attacked by a kangaroo two nights ago"" who came up to him while he was at an ATM and robbed him of $400.",0
779," A neutron walks into a bar and orders a drink. The bartender gives it to him and he slams in down in one gulp. ""What do I owe ya?"" asks the neutron. ""For you? No charge."" ",1
460,"She then gives her a lucky stone with a hole in the middle, which is supposed to be ""good for bad things."" Despite these warnings, Coraline decides to unlock the door when she is home by herself. This time, she finds the brick wall behind the door is gone. In its place is a long hallway that leads to a flat identical to her own, except inhabited by the ""Other Mother"" and ""Other Father,"" who have black buttons for eyes. The Other Mother is notably taller and thinner than her real mother. Her black hair seems to move by itself, her skin is paper-white, and her nails are long and red.",0
512,"Eventually, all calms down and everyone finds out who is who and what has happened. Eddie tells his mom that he now realises that she only pushes him because she cares, to which she says ""That's right"", and she also reunites with Miles, whom she used to date before Eddie was born, while he was still in the business-before he went off on his own, which he tells her was because he didn’t like the person he had become, not because he disliked her or acting. She understands and reveals to him that Eddie is his son. (Earlier in the movie when Miles thinks he is speaking with Tom he says ""I'm not your Dad, but I care about you a lot......I’ve known you since you were a little kid and I've always thought you were cute, Tom"". )(it is never revealed to Eddie that Miles is his father). The movie ends with Eddie and Miles getting to know each other for real, as father and son, and, Miles and Eddie's mom hinting to each other about getting back together.",0
877," A old snake goes to see his Doctor.  ""Doc I need something for my eyes...can't see well these days"".  The Doc fixes him up with a pair of glasses and tells him to return in  2 weeks.  The snake comes back in 2 weeks and tells the doctor he's very depressed.  Doc says ""What's the problem...didn't the glasses help you?""  ""The glasses are fine doc I just discovered I've been living with a water hose the past 2 years!"" ",1
1086, Examiner: I think you know very little if  anything at all about the Bible. Can you quote any passage?  Student: 'Judas departed and went and hanged himself.'  Examiner: Well that's a surprise. Can you quote another?  Student: 'Go thou and do likewise.' ,1
990," When the employees of a restaurant attended a fire safety seminar they watched a fire official  demonstrate the proper way to operate an extinguisher. ""Pull the pin like a hand grenade"" he explained ""then depress the trigger to release the foam.""  Later an employee was selected to extinguish a controlled fire in the parking lot. In her nervousness she forgot to pull the pin. The instructor hinted ""Like a hand grenade  remember?""  In a burst of confidence she pulled the pin -- and hurled the extinguisher at the blaze. ",1
679,"He politely turns down her offer for a private dance and refuses any sexual contact, but instead accompanies her home and makes an unusual proposition: if Mallory will allow him to stay in her run-down house long enough to straighten himself out, he will pay her $100 a day for her trouble. For Mallory, who isn't used to getting money for doing nothing, it seems like a great deal. She accepts and Doug phones home to tell Lois he won't be coming home for a while. She tells him that she knew about his affair with Vivian but before the conversation can go any further, she hangs up. As time passes, Doug and Mallory settle into an unconventional kind of domesticity, and he becomes more of a father figure for her than anything else including teaching her how to make a bed properly and taking care of her money. Meanwhile, back home, Lois realizes that she'll have to act fast in order to save her marriage, even if that means venturing outside for the first time in nearly a decade.",0
1073,"He also tells her about his being suspended from work, and he finds out that Sarah was on the plane that almost collided with the other aircraft at 2.22pm. Dylan felt apologetic about the incident, but Sarah was instead thankful towards Dylan for saving her life. As they depart, they admit to each other that for a ""first date"" they felt a deep connection and it felt like they had known each other forever. The following day, while on the way to the Grand Central Dylan, notices the same happenings (siren, woman laugh, construction sound, ""Can I help you with"", glass breaking) and at 2:21 PM, he hears the announcement of the boarding of the Millhurst express, sees a businessman reading his newspaper, a couple hugging each other, a line of preschoolers where the last child in line drops something and a pregnant woman under the clock. At exactly 2:22 PM, the window of the station shatters. He goes to meet Sarah and asks her out to an early dinner, going to the Central Park with her.",0
979,"While regarding her father's memorial, she hears a loud clanging noise, which is Charlie scaring away the geese by banging trash can covers together. She remembers Charlie from high school and wonders if he remembers her. They both talk and Charlie ends up asking Tess to come over for dinner that night. Both are not entirely sure of this arrangement for different reasons. Tess is concerned with the fact that she never really was a true believer in love, and Charlie is worried that this could come in between his promise to him and Sam. The next day while taking a walk with her dog, Bobo, Tess realizes that people ignore her when Bobo comes off his leash and nobody hears her saying to stop him.",0
839," A man asked an American Indian what was his wife's name. He replied, ""She called Four Horse"". The man said, ""That's an unusual name for your wife. What does it mean?"" The Old Indian answered, ""It old Indian Name. It mean, NAG, NAG, NAG, NAG!"" ",1
0,"Finally, Sue walks down Hollywood Boulevard, and is startled to see her doppelgänger across the street. Before Sue can investigate, Doris arrives and attempts to kill her, having been hypnotized by The Phantom. Sue is brutally stabbed in the stomach with her own screwdriver, causing her to stagger down the street and eventually collapse next to some homeless people on the corner of Hollywood and Vine. One woman remarks that Sue is dying, then proceeds to debate with another, younger homeless woman about taking a bus to Pomona. Her companion talks at length about a friend named Niko, a prostitute whose blond wig makes her look like a movie star, thus allowing her to walk through the rich district without drawing attention. The older woman comforts Sue by holding a lighter in front of her face until she finally dies, promising her ""no more blue tomorrows"".",0
227,"They travel to Burkittsville, Maryland, and interview residents about the legend. Locals tell them of Rustin Parr, a hermit who lived in the woods and kidnapped and murdered eight children in the 1940s. After spending the night at a motel, the students explore the woods in north Burkittsville to research the legend. Along the way they meet two fishermen, one of whom warns them that the woods are haunted. He also tells them of a young girl named Robin Weaver, who went missing in 1888; when she returned three days later, she talked about ""an old woman whose feet never touched the ground."" His companion, however, is skeptical of the story.",0
183," An elderly woman decided to have her portrait painted. She told the artist, ""Paint me with diamond earrings, a diamond necklace, emerald bracelets, a ruby broach, and gold Rolex.""

""But you're not wearing any of those things,"" replied the artist.

""I know,"" she said. ""It's in case I should die before my husband. I'm sure he will remarry right away, and I want his new wife to go crazy looking for the jewelry."" ",1
1022,"Later, while Frank drives Nick home, he observes that, because Catherine got sober and Nick didn't, their marriage had little chance of succeeding, and proceeds to list the ways Nick failed her as a husband. He then hands Nick a packet of divorce papers for him to sign, along with some spending money and keys to the house. Nick tells Frank to drop him off on the nearest curb; before he gets out of the car, he asks Frank to tell his wife he's sorry. He walks home the rest of the way, at one point stopping to look into the convenience store where he regularly bought beer, but moves on. The next day, he settles up with Kenny – including repaying him for what he skimmed from Kenny's profits for beer money – and receives an appreciative hug from Samantha, whose husband has come home. She hands him the Polaroid photo she took of him a few days prior, with the message from her fortune cookie taped to the bottom, which says ""Everything is not yet lost.""",0
491,"On their way, they accidentally hit a red kangaroo. Thinking it is dead, Louis puts his ""lucky jacket"" on the kangaroo and with Charlie's sunglasses to pose for photographs as a joke, as he thinks the kangaroo looks like ""Jackie Legs"", one of Sal's henchmen from Canarsie. The kangaroo then regains consciousness and hops away with one problem; the $50,000 was in the jacket. Charlie and Louis get into their car and try to reclaim the money from the jacket on the kangaroo, but the ensuing chase ends with the duo running into a field of termite mounds and crashing into a pile of rocks. At a pub in Alice Springs, Louis manages to call Mr. Smith and tell him about their situation. Mr. Smith thinks they stole his package and threatens Louis telling him that they had better have it when he meets them.",0
45," A man is in a hotel lobby. He wants to ask the clerk a question. As he turns to go to the front desk, he accidentally bumps into a woman beside him and as he does, his elbow goes into her breast. 

They are both quite startled. 

The man turns to her and says, ""Ma'm, if your heart is as soft as your breast, I know you'll forgive me."" 

She replies, ""if your member is as hard as your elbow, I'm in room 436."" ",1
631,"As the group retreats to the library, 6, 3, and 4 cryptically explain the talisman's origins. Meanwhile, the Fabrication Machine retrieves 2's corpse and uses it as a hypnotic lure for another one of its robot creatures, the snake-like Seamstress. The Seamstress attacks the library and captures both 7 and 8, but 2's body is recovered and given a funeral by the others. The stitchpunks then run to the factory to destroy the machines. As part of their plan, 9 goes in alone, kills the Seamstress, and rescues 7, but not before 8's soul is absorbed by the Fabrication Machine. 9 and 7 then escape while the others destroy the factory.",0
168,"After eating the first worm, ""Le Big Porker,"" the gang gets caught by a park security guard for using a grill in the park without adult supervision but outruns him. Billy becomes more confident with each worm that he swallows. While cooking the second/third worm, ""The Greasy Brown Toad Bloater Special,"" at Adam's uncle's (Clint Howard) restaurant, they get kicked out for having the worms in the restaurant. After Billy eats the fourth one, ""The Burning Fireball,"" and burns his mouth, Twitch and Techno-Mouth quit Joe's team and become his new best friends. At the playground, Billy eats the next two worms, ""Barfmallo,"" and ""Peanut Butter And Worm Jam Sandwich."" After dinner, the boys go to a bait shop to eat their next two worms, ""The Green Slusher"" and ""Radioactive Slime Delight.""",0
440,"David notifies Mason of the situation, and he says he'll take care of it. Back in the room, David looks for recreation, and takes a peek at the video tapes left on top of their rooms television. At first they appear to be horror movies, but, after careful observation, he realizes they are snuff films, which were made in their motel room. David then searches the room, finding hidden security cameras, and concludes they are being watched by Mason from his office. In the bathroom, the couple is astonished to find the apple Amy left in the car. They flee the room and head for the woods, but two men dressed in blue and wearing masks stop them, so the couple return to the room and lock the door.",0
687,"Apathetic 17-year-old Gus spends most of his time hanging around doing nothing with his buddy Bill. Gus likes to tell half-true stories about all the girls he has slept with and all the drugs he has done. Jessica is seventeen too. She seems not to have much in common with anyone anymore – not even her best friend Christie. Every year Brian throws a 4th of July party. The party is never great, but there is free beer, so people always go.",0
893," A man jumps out of an airplane with a  parachute on his back. As he's falling he realizes hiss chute is broken. He doesn't know anything about parachutes but as the earth rapidly approaches he realizes his options are limited; he takes off the parachute and tries to fix it himself on the way down. The wind is ripping past his face he's dropping like a rock and at 5000 feet another man goes shooting up past him. In desperation the man with the chute looks up and yells ""Hey do you know anything about parachutes?!"" The guy flying up looks down and yells ""No do you know anything about gas stoves?!"" ",1
58," A married couple is sleeping when the phone rings at 3 a.m. The wife picks up the phone and, after a few seconds, replies,""How am I supposed to know? We're 200 miles inland!""and hangs up.
 Her husband rolls over and asks,""Sweetheart, who was that?""
 ""I don't know,some idiot asking if the coast is clear."" ",1
159,"Layo discloses that she spoke with his sister so she knows he'd in good hands and request that if her mum was so concerned on his welfare, she should move in with him since she knows he's an orphan. Layo's mum asks her to ponder if she loves his body or his soul. She also told her to reflect on the reaction of Nathan if she was the one on the wheelchair. After a sober reflection on the issues raised by her mum, Layo admiration for her husband began to be reignited. Layo meets her spiritual mentor and explained her fears and challenges to her who encouraged her saying that"" Your mother is right but permit me to add somethings she left out, I have learnt that love always come at a cost that only the BRAVE can pay for, this is beyond you. You cannot love this man by your own strength, you will always go weary, you see God is love and when you truly have him you have the capacity to love unconditionally without fear or compromise, the kind of love that have the capacity to change everything"".",0
1054,"She wrote it. Act II
We flashback to years earlier, with Robert sitting in the backyard. Catherine tells him she thinks he's getting better and he agrees. She blurts out that she's decided to go to college in a couple months, funded by Claire, but promises she'll be only a short drive away if he were to need her again. Robert protests and demands to know why she waited so long to tell him. When she points out that he hadn't been well until recently and was, at one point, trying to decode extraterrestrial messages in library books, he becomes upset.",0
642," A newcomer in town goes to a bar, the bar manager notices he is new and says, ""Sir, you're new, and when you're new, you have to drink a whole barrel of beer, then fix the crocodile's sore tooth, then you give that nice lady right there a hug, or you can't come to this bar again!""

The newcomers says, ""That's ridiculous!"" and leaves the bar.

A couple minutes later, he comes back, he drinks the barrel of beer, then he goes into the backyard.

After a couple screams of bloody murder, screeches, cries of pain, the newcomer returns all bloody and bruised.

Then he goes up to the manager and says, ""Okay, where's the girl with the sore tooth?"" ",1
349," Knock-Knock!
Who's there?
Chugga Chugga Chooch
Chugga Chugga Chooch Who?
Wheeee!! A train! All aboard! ",1
